employee_id,fullname,years_of_service_months,latest_rating,performance_group,grade,education,major,position,department,disc,mbti,iq,gtq,gdr_score_avg,cex_score_avg,ids_score_avg,qdd_score_avg,sto_score_avg,sea_score_avg,vcu_score_avg,lie_score_avg,ftc_score_avg,csi_score_avg,top_5_strengths,papi_n_score,papi_l_score,papi_p_score,papi_a_score
EMP100972,Dian Lukman,72,5,High Performer,IV,S2,Statistics,Data Analyst,Marketing,CS,ESFJ,null,null,3,3,3.33333333333333,3.8,3.2,3.6,3,3,3.8,3.4,"Relator, , Harmony, Communication, Adaptability",4,1,5,4
EMP100973,Anisa Wijaya,45,3,Standard Performer,IV,D3,Statistics,Brand Executive,IT,SD,ENTJ,114,28,3.25,3.6,3.5,3.2,3.6,3.4,3.8,3.2,4,3,"Input, Relator, Harmony, Ideation, ",null,6,1,null
EMP100974,Luthfi Lestari,43,3,Standard Performer,III,D3,Engineering,Data Analyst,Marketing,IS,INFJ,null,null,3.2,2.8,3.25,2.8,3,2.6,3.6,3.4,2.6,3.2,"Achiever, Command, Discipline, Maximizer, Competition",4,8,6,null
EMP100976,Budi Suharto,72,2,Standard Performer,IV,SMA,Business,Finance Officer,HR,null,ENTP,92,20,2.8,2.6,3.25,2.5,3.4,2.75,3.33333333333333,2.6,22.8,3.6,"Positivity, Restorative, Analytical, , Competition",2,5,7,null
EMP100978,Ari Aji Pratama,8,2,Standard Performer,V,S1,Statistics,Finance Officer,Operations,ID,INTJ,134,27,2.66666666666667,2.5,2,2,2.5,2.5,2.25,2.5,2.33333333333333,2.5,"Consistency, Activator, Input, Positivity, Focus",6,2,1,9
EMP100979,Anisa Mahardika Pradana,87,2,Standard Performer,V,SMA,Psychology,Finance Officer,Operations,SC,ENTP,111,25,2.8,2.8,3,3.25,2.6,2.8,3.25,2.6,2.8,3,"Deliberative, Self-Assurance, Achiever, Developer, Competition",null,8,5,9
EMP100980,Evi Nabila Siregar,39,4,Standard Performer,IV,D3,Economics,Supply Planner,Finance,SC,ENTP,124,30,2.25,3.33333333333333,2.25,3,2.8,3.25,2.8,2.8,3.2,3,"Activator, Command, Empathy, Woo, Arranger",1,8,7,null
EMP100981,Bayu Anugrah Sinaga,66,3,Standard Performer,III,S1,Economics,Finance Officer,IT,IC,ISFP,138,28,4,3.8,3.8,3.5,4,3.8,4,3.5,3.6,3.6,"Connectedness, Input, Maximizer, Consistency, Discipline",5,3,6,4
EMP100982,Hana Wijaya,15,4,Standard Performer,V,D3,Business,Sales Supervisor,R&D,DC,ISTP,94,35,3.75,4,3,3.75,3.75,3.5,4,3.66666666666667,4,3.33333333333333,"Ideation, Context, Belief, Includer, Consistency",7,null,7,2
EMP100983,Iman Mahardika Utami,67,3,Standard Performer,V,D3,Design,Finance Officer,Finance,CD,INTP,120,26,2.75,3.2,3.4,3,3,3.6,3,2.33333333333333,3,3.2,", Includer, Arranger, Individualization, ",9,8,6,5
EMP100984,Wulan Zulfikar Lestari,33,1,Standard Performer,III,S2,Business,Data Analyst,HR,SC,ESTJ,118,24,3.4,3,2.8,2.8,2.8,3,3.25,2.6,2.75,2.5,"Focus, Consistency, Developer, , Competition",2,3,5,6
EMP100985,Sari Halim Fauziah,27,1,Standard Performer,III,SMA,Economics,Finance Officer,IT,SI,ISFJ,89,29,2.4,2.8,2,2.8,3,2.5,2.8,2.8,3,2.8,"Belief, Consistency, Activator, , Self-Assurance",6,1,7,8
EMP100986,Novi Tamba,65,3,Standard Performer,V,S2,Psychology,Finance Officer,HR,DI,ESTJ,101,16,3,3,2.8,2.25,3.2,2.25,2.5,21.4,2.6,2.6,"Adaptability, Developer, Harmony, Positivity, Relator",null,2,5,4
EMP100987,Prasetyo Purnama,44,5,High Performer,V,S1,Design,Brand Executive,Marketing,ID,ENFJ,null,null,3,3.75,3.8,3.5,3.4,4.2,3.4,3.4,3.4,3.8,", Maximizer, Woo, Individualization, Command",null,1,null,1
EMP100988,Prasetyo Zulfikar,40,5,High Performer,IV,S2,Business,Data Analyst,R&D,DS,ESTP,116,18,3.2,2.25,2.8,3.4,2.8,3,2.5,3.4,3,4,"Achiever, Competition, Deliberative, Maximizer, Responsibility",7,5,3,1
EMP100989,Hadi Yudhistira Siregar,38,4,Standard Performer,III,S2,Design,Sales Supervisor,Operations,CS,INFP,109,22,3.6,3.5,3.4,2.75,3.5,3.5,3,3.6,3.4,3,"Belief, , Futuristic, Focus, Connectedness",7,1,null,9
EMP100990,Oka Ananda,59,5,High Performer,III,D3,Statistics,Supply Planner,Marketing,DI,ESTJ,null,null,2.75,2.4,2.6,2,3,3,2.6,2.4,2.4,2.4,"Futuristic, Achiever, Strategic, Woo, Communication",1,6,1,6
EMP100991,Lestari Lukman,35,4,Standard Performer,III,D3,Design,Supply Planner,Marketing,CI,INFJ,null,null,3.4,3.66666666666667,3,3,3,3.2,3.2,3.6,3.6,3.6,"Includer, Responsibility, Context, , Strategic",3,null,8,8
EMP100993,Wulan Purnama,36,4,Standard Performer,V,S2,Economics,Data Analyst,Operations,DI,INFJ,127,26,22.8,4,3.6,4,4,3.4,3.6,3.8,3.8,3,"Significance, Competition, Includer, , Futuristic",1,null,9,9
EMP100994,Rizka Kusuma Rahmawati,80,3,Standard Performer,IV,S2,Psychology,HRBP,HR,SC,INTJ,136,34,3.4,3.2,3.4,3.4,4,3.8,3.8,4.2,4,3.5,", Discipline, Context, Positivity, Individualization",5,5,9,6
EMP100996,Anisa Saputra,56,4,Standard Performer,IV,D3,Engineering,Brand Executive,HR,SD,ESTJ,106,43,3.2,2.8,2.8,2.6,3.4,3,3.2,3.6,2.8,3,"Intellection, Analytical, Command, Ideation, Focus",7,1,5,5
EMP100997,Dwi Setiawan,88,3,Standard Performer,III,D3,Statistics,Supply Planner,R&D,IC,ISTP,105,27,3,3.5,3,3.5,2.8,3.4,3.6,3.75,3,1.33333333333333,"Intellection, Restorative, Communication, Deliberative, Arranger",7,7,6,6
EMP100998,Citra Pratama,60,4,Standard Performer,IV,SMA,Engineering,Brand Executive,Operations,null,ISFJ,102,31,3.4,3.2,3,3,3.6,3,3,2.8,4,2.8,"Activator, Communication, Analytical, Discipline, Adaptability",5,8,6,8
EMP100999,Rani Pratama,7,3,Standard Performer,III,S2,Economics,Sales Supervisor,Finance,CS,null,136,23,3,3,3.5,3.5,3,27.5,2.66666666666667,3.5,3.75,3.25,"Empathy, Consistency, Activator, Harmony, Strategic",2,3,4,null
EMP101000,Eko Maulida,27,3,Standard Performer,IV,S1,Psychology,Finance Officer,R&D,ID,ESFP,116,34,3.6,3.5,3.5,3.5,3.75,3.6,3.8,3.6,3.4,3.8,"Achiever, Competition, Woo, Deliberative, Positivity",null,1,4,7
EMP101001,Maya Siregar,42,4,Standard Performer,IV,SMA,Economics,Data Analyst,Finance,SC,INFJ,119,17,2.25,2.25,2.8,3.5,2.5,3.25,1.75,2.6,2.8,3,"Self-Assurance, Restorative, Activator, Empathy, ",8,9,2,2
EMP101002,Hadi Pratama,72,2,Standard Performer,III,SMA,Engineering,Data Analyst,HR,CS,null,85,24,3.2,3,2.75,2.5,2.33333333333333,2.4,3.25,2,2.4,3,"Context, Input, Discipline, Communication, Futuristic",9,5,8,7
EMP101003,Bella Utama Zulfikar,55,4,Standard Performer,III,S1,Engineering,Sales Supervisor,IT,null,ISFP,100,29,3.8,3.4,4,3.66666666666667,3.2,4,3.6,3.25,3.4,3.4,"Consistency, Intellection, Futuristic, Discipline, Command",2,7,7,5
EMP101004,Kurnia Ananda,76,4,Standard Performer,IV,SMA,Economics,HRBP,Operations,SC,ISFP,83,32,3.6,3.4,3.75,3,4,3.6,2.75,3.6,3,3,"Arranger, Activator, Analytical, , Connectedness",9,4,9,1
EMP101005,Eko Ganesha Kurniawan,25,3,Standard Performer,III,S2,Psychology,Sales Supervisor,Finance,ID,null,115,17,2.6,3,2.6,2.8,2.6,2.6,3,2.8,2.6,2,"Analytical, Command, Activator, Maximizer, Futuristic",6,3,6,2
EMP101006,Yuni Pratama,68,4,Standard Performer,III,SMA,Psychology,Sales Supervisor,HR,SI,ENFP,132,24,3.8,4.2,4,3.6,3,3.4,3,3.6,3.6,3.8,"Individualization, Restorative, Belief, Command, Consistency",2,2,8,null
EMP101007,Prasetyo Subekti,55,5,High Performer,V,SMA,Economics,Data Analyst,HR,SI,ISTJ,85,33,3.25,3.2,3.2,3.75,3.4,3.6,3.6,3.6,3.4,4,"Achiever, Relator, Arranger, Connectedness, Command",8,7,null,null
EMP101008,Oka Putra,98,2,Standard Performer,III,SMA,Economics,Brand Executive,HR,SC,ISFJ,138,17,3.75,3.2,2.5,4,2.4,3,3,2.25,3,2.4,"Maximizer, , Adaptability, Responsibility, Consistency",1,4,1,5
EMP101009,Lestari Dharma Herlambang,46,5,High Performer,III,SMA,Economics,Finance Officer,Finance,SD,INTJ,88,15,3.6,3.2,4,5,3.8,3.75,3.8,3.6,3.4,3.75,"Restorative, , Activator, Ideation, Communication",8,5,7,1
EMP101010,Nabila Santoso,97,2,Standard Performer,V,SMA,Economics,Brand Executive,R&D,CD,INTP,125,35,3.4,3.2,3,2.5,3.8,2.75,3.2,3,3,2.8,"Harmony, Restorative, Futuristic, Developer, Context",3,6,4,7
EMP101012,Prasetyo Ginting,56,4,Standard Performer,IV,D3,Economics,HRBP,Marketing,DC,ISTP,null,null,2.8,3,2.8,2.5,3,3.2,2.8,1.5,3,3.75,"Intellection, Self-Assurance, Activator, Consistency, Responsibility",5,8,null,9
EMP101013,Putri Pratomo,69,2,Standard Performer,IV,D3,Design,HRBP,HR,CS,ENTP,89,32,2.6,3,2.6,2.75,2.4,3,3,3.2,3.6,2.8,"Intellection, Adaptability, Significance, Responsibility, Analytical",5,9,9,7
EMP101014,Nurlita Salsabila,35,4,Standard Performer,III,S1,Economics,Brand Executive,HR,DC,ESTP,130,39,4,4.25,4.25,3.6,4,3.4,3.8,4.25,4.66666666666667,4,"Competition, Consistency, Developer, Analytical, Significance",7,2,4,1
EMP101016,Vania Pratomo,80,4,Standard Performer,III,SMA,Economics,Finance Officer,IT,CI,INTP,117,20,3.33333333333333,3.2,3,2.4,3,3.4,3.2,3.2,3.25,3.25,"Focus, Harmony, Strategic, Activator, Consistency",7,8,5,6
EMP101017,Nugroho Lestari Gunawan,0,3,Standard Performer,V,S1,Design,Finance Officer,HR,null,ISFP,140,17,3,3,3,3.5,3.33333333333333,3,3,3.66666666666667,2.75,3,"Discipline, Focus, Restorative, Individualization, ",3,5,9,7
EMP101018,Rani Kusuma,41,3,Standard Performer,III,S1,Psychology,Supply Planner,R&D,SC,ESFJ,120,27,3,2.8,2.5,2.8,2.8,2.4,2.6,2.8,2.75,2.6,"Focus, Strategic, Arranger, Achiever, Adaptability",5,null,8,1
EMP101020,Wahyu Hidayat,68,2,Standard Performer,V,D3,Engineering,HRBP,HR,IS,ESTJ,93,31,3.5,3.4,3.33333333333333,3.4,3.75,3.8,3.25,4.25,3.5,3.8,"Strategic, Maximizer, , Deliberative, ",7,null,null,6
EMP101021,Rani Fadillah Maulana,8,4,Standard Performer,V,SMA,Economics,Sales Supervisor,R&D,SC,null,135,28,2.66666666666667,3,2.75,3,3,3,3,2.33333333333333,2.75,3,"Intellection, Harmony, Futuristic, Woo, Activator",3,9,6,5
EMP101022,Hadi Siregar,65,4,Standard Performer,V,S2,Psychology,Supply Planner,Marketing,DC,INTJ,null,null,3.8,4,3.75,3.2,3.8,4,3.4,4,4,3.8,"Empathy, Focus, Input, Harmony, Positivity",7,4,5,9
EMP101023,Yuni Ginting,33,4,Standard Performer,IV,D3,Statistics,Finance Officer,Finance,null,null,137,24,3.2,3,3.2,3.2,2.8,3,2.6,2.8,4,3.6,"Consistency, , Self-Assurance, , Strategic",9,9,null,9
EMP101024,Citra Situmorang,30,2,Standard Performer,IV,D3,Statistics,Supply Planner,R&D,ID,ISFJ,98,23,3.5,2.5,3.66666666666667,3.2,2.75,3.2,3.33333333333333,3.6,2.8,3.8,"Intellection, Focus, Activator, Belief, Learner",6,1,null,9
EMP101025,Tania Lestari Indrawan,29,4,Standard Performer,IV,SMA,Engineering,Sales Supervisor,Operations,CS,ISTP,122,24,2.6,3.2,3.4,3.4,3.2,3,3.5,3,3.4,3.25,"Arranger, Intellection, Includer, , Significance",6,7,4,null
EMP101026,Eko Santoso,83,3,Standard Performer,V,SMA,Business,Supply Planner,Marketing,SC,ISTJ,null,null,2.6,2.2,2.5,3,3.2,2.6,2.6,2.8,2.6,2.8,"Strategic, Achiever, Learner, Relator, ",7,2,6,2
EMP101027,Kartika Anugrah Halim,47,2,Standard Performer,III,D3,Engineering,HRBP,IT,IC,ISFJ,140,30,2.6,2.25,2.4,1.75,2.2,2,2.2,2.6,2.2,2,"Competition, Belief, Deliberative, Harmony, Consistency",7,9,6,3
EMP101028,Dwi Sinaga,45,4,Standard Performer,IV,D3,Economics,HRBP,IT,null,INFP,130,32,2.8,2.75,3.25,3,3.4,3.75,4.25,2.8,3.4,3.5,"Learner, Competition, Restorative, Positivity, Significance",4,7,6,5
EMP101029,Ayunda Situmorang,31,3,Standard Performer,V,S1,Design,Sales Supervisor,R&D,DC,ISTJ,103,30,3.2,2.8,3.6,2.4,3.2,3.4,3.33333333333333,3,3.2,3.2,"Communication, Self-Assurance, Developer, Futuristic, Ideation",1,1,3,6
EMP101030,Dimas Ananda,56,4,Standard Performer,III,D3,Psychology,Finance Officer,Marketing,CD,ESFJ,null,null,2.6,3.25,3.2,2.8,3,3.6,2.75,3,3,2.8,"Activator, Learner, Self-Assurance, Consistency, Harmony",8,7,3,1
EMP101031,Putri Wijaya,36,4,Standard Performer,V,S2,Engineering,Sales Supervisor,IT,IC,INTP,87,32,3.75,3.6,3.25,4.2,3.8,4.5,3.5,3.8,4,3.33333333333333,"Responsibility, Harmony, Input, Deliberative, Maximizer",4,9,null,9
EMP101032,Zaki Utama Pratomo,41,3,Standard Performer,IV,S1,Engineering,Data Analyst,HR,IS,ENTJ,96,29,2.4,3,3,3.4,3.2,3.25,3,3.8,2.75,2.6,"Positivity, Futuristic, Arranger, , Strategic",6,6,null,null
EMP101033,Citra Saputra,27,3,Standard Performer,IV,S2,Engineering,Supply Planner,HR,ID,ENTJ,140,32,3.2,3,3.2,3.75,3,3.6,3.2,3.2,3.66666666666667,3.6,"Maximizer, Activator, Competition, Learner, Analytical",6,5,8,null
EMP101034,Citra Rohman,34,3,Standard Performer,V,SMA,Design,Finance Officer,Operations,null,null,117,27,2.8,3,3,3.6,3.2,3,2.66666666666667,3,3.2,2.66666666666667,"Consistency, Competition, Intellection, Ideation, Focus",2,null,4,1
EMP101036,Mahendra Santoso,37,1,Standard Performer,V,D3,Psychology,Finance Officer,Finance,SC,ENFP,131,22,3.6,3.2,3.6,3.4,3.5,3.25,3.2,2.8,3,3,"Empathy, Self-Assurance, Focus, Belief, Intellection",8,5,null,8
EMP101037,Rani Utama Gunawan,2,3,Standard Performer,V,S1,Psychology,Sales Supervisor,Finance,SC,ENFP,138,22,2.5,2.5,2,2.5,2.25,2.5,2.25,2,2.5,2.25,"Context, Consistency, , Significance, Positivity",5,4,7,3
EMP101038,Ayunda Lestari Sinaga,43,1,Standard Performer,III,D3,Economics,Sales Supervisor,R&D,CS,null,124,32,3.2,2.8,2.8,2.25,3,2.4,2.8,3,3.75,3.2,"Restorative, Woo, Individualization, Developer, Discipline",9,5,7,1
EMP101039,Fajar Pamungkas,31,3,Standard Performer,IV,SMA,Psychology,Supply Planner,Operations,ID,ISTJ,111,29,3,3.33333333333333,3.25,2.6,2.8,2.6,2.6,3.2,3,2.6,"Discipline, Individualization, Belief, Arranger, ",6,2,null,3
EMP101040,Ayunda Hidayat,73,3,Standard Performer,V,S2,Business,Finance Officer,Marketing,IC,ISFP,null,null,3,2.6,3.5,3.6,3.5,3.6,4.75,2.6,3.2,3.25,"Positivity, Restorative, , , Arranger",3,1,7,3
EMP101042,Lestari Utami,5,4,Standard Performer,III,S1,Business,HRBP,Marketing,IS,INFJ,null,null,3.5,3.33333333333333,2.25,3.25,2.66666666666667,3,3,3.66666666666667,2.66666666666667,3,", Woo, Discipline, Connectedness, Maximizer",1,8,2,2
EMP101043,Joko Rachman Setiawan,37,4,Standard Performer,V,SMA,Design,HRBP,Marketing,SD,ENFJ,null,null,3,3.4,3.4,2.8,3.6,3.2,3.4,3,3.4,3.2,"Restorative, Developer, , Futuristic, Activator",1,5,2,4
EMP101044,Nabila Lestari Sinaga,58,2,Standard Performer,IV,S2,Psychology,HRBP,HR,CI,ISTJ,94,41,2.8,3,3.4,3.33333333333333,3.2,3.2,4.5,3.4,3,3.4,"Individualization, Achiever, Positivity, Includer, Restorative",8,1,4,2
EMP101045,Putri Mahendra,59,4,Standard Performer,V,S2,Engineering,Brand Executive,Operations,DC,INFP,139,21,3,2.66666666666667,2.75,2.8,3.2,2.8,3,2.5,3,3,"Restorative, Input, Deliberative, Relator, Command",9,1,2,6
EMP101046,Rama Wibowo,56,2,Standard Performer,IV,S1,Statistics,Supply Planner,IT,IS,ISTP,119,35,2.8,3.2,3,2.8,3,2.8,2.75,2,2.6,2.8,"Self-Assurance, Woo, Command, Relator, Futuristic",8,null,6,6
EMP101047,Lestari Ganesha Fauziah,55,3,Standard Performer,V,S2,Statistics,HRBP,Finance,SI,ESFJ,89,23,3.4,3,3.6,3.8,22.8,3.6,2.6,3.8,3.2,3.4,"Consistency, Relator, Intellection, Arranger, Self-Assurance",7,2,5,5
EMP101049,Teguh Subekti,25,3,Standard Performer,V,S2,Design,Sales Supervisor,Marketing,DI,ENFP,null,null,3,2.6,3.25,3,2.75,3,2.8,2,2.5,2.75,"Individualization, Arranger, Deliberative, Focus, Command",6,1,1,9
EMP101050,Dimas Saputra Herlambang,23,4,Standard Performer,V,D3,Design,HRBP,R&D,IC,ENFJ,91,17,3,3,3.33333333333333,3.25,3,3.75,3.25,3,3.25,3.75,"Learner, Individualization, , Futuristic, Includer",7,8,9,7
EMP101052,Nadia Zulfikar Sinaga,102,2,Standard Performer,IV,SMA,Psychology,Supply Planner,HR,DI,ISFJ,null,33,2.5,2.8,2.6,2.75,2.5,3,2.4,2.8,2.4,3,"Competition, Activator, , Strategic, Empathy",8,9,5,2
EMP101055,Yoga Candra Hartanto,38,5,High Performer,IV,S2,Engineering,Sales Supervisor,Operations,ID,ESFJ,118,25,3.33333333333333,3.5,3.6,3.6,3.4,3.2,3.2,3.4,3.5,3.75,"Context, , Competition, Communication, Command",9,4,9,5
EMP101056,Umar Hartanto,33,2,Standard Performer,V,S1,Psychology,Finance Officer,Marketing,DI,null,null,null,2.5,2.8,2.75,2.4,2,2.4,3.25,3,2.75,2.4,"Belief, Communication, Command, Arranger, Focus",6,2,4,5
EMP101057,Dinda Anggara,44,2,Standard Performer,III,SMA,Business,HRBP,R&D,null,ENTP,119,28,3.4,3,3.4,3,3.2,3.25,2.25,3.4,3.8,3.2,"Communication, Restorative, Achiever, , Deliberative",null,3,5,5
EMP101058,Umar Yulianto,31,1,Standard Performer,III,S1,Engineering,Data Analyst,Finance,ID,ENTJ,110,18,1.8,2.2,2,2,2,2.25,2,2,1.66666666666667,1.4,"Positivity, , Strategic, Learner, Woo",3,1,6,7
EMP101059,Tania Fadillah Firmansyah,78,4,Standard Performer,V,D3,Psychology,Brand Executive,Operations,IC,ISTP,134,28,2,2.6,2.33333333333333,2.8,3,2.6,2.8,2.8,3,2.5,"Connectedness, Developer, Relator, Learner, Ideation",3,6,3,5
EMP101060,Galih Fauziah,52,3,Standard Performer,V,S2,Statistics,Finance Officer,Finance,CI,ISFJ,84,30,3.66666666666667,3.5,3,3.5,3.75,3.4,3.66666666666667,3.2,3.2,3.2,"Analytical, Arranger, Belief, Deliberative, Positivity",null,5,6,4
EMP101061,Ayu Handayani,53,2,Standard Performer,V,S2,Economics,Supply Planner,Marketing,IS,ENFP,null,null,3.5,2.2,2.6,3,2.8,2.8,3.4,2,2.8,2.6,"Competition, , Self-Assurance, Relator, Analytical",6,6,8,6
EMP101062,Rifqi Jatmiko Wijaya,4,4,Standard Performer,III,SMA,Design,HRBP,Marketing,CS,ENTP,null,null,3.75,4.25,3.5,3.25,3,3.25,4,3.5,3.66666666666667,3.75,"Discipline, Belief, Restorative, Learner, Responsibility",2,5,2,8
EMP101064,Oktavia Mahendra,78,1,Standard Performer,III,S1,Psychology,Brand Executive,Operations,null,INFJ,122,25,4,3.4,3.8,3.25,3,3.2,3.25,3.2,4,3.6,"Developer, Empathy, Intellection, Adaptability, Deliberative",4,4,1,5
EMP101065,Nabila Kusuma Gunawan,13,5,High Performer,V,S1,Design,Supply Planner,Finance,SI,INFP,140,37,3.25,2.5,3,3.25,3.66666666666667,3.33333333333333,2.75,3.25,2.33333333333333,2.5,"Intellection, , Context, Focus, Belief",2,7,2,1
EMP101066,Novi Hartanto,27,2,Standard Performer,III,S2,Business,Supply Planner,R&D,SD,null,85,35,3.6,3,3.25,3.4,3,3.6,3,3.5,3.25,3.4,"Achiever, Restorative, Self-Assurance, Intellection, Connectedness",3,3,4,3
EMP101067,Galih Kusuma Ramadhan,1,2,Standard Performer,IV,SMA,Design,Brand Executive,R&D,IC,INFJ,113,17,4,3,3.66666666666667,3.33333333333333,3.66666666666667,3.5,3.66666666666667,3.5,4,3.5,"Command, Arranger, Restorative, Significance, Belief",5,4,1,8
EMP101068,Kurnia Erlangga Maulana,52,3,Standard Performer,III,S2,Business,Brand Executive,Marketing,DI,ESFP,null,null,3.75,3.2,4,3.8,3.4,3.6,3.8,3.75,3.8,3,"Woo, Discipline, Connectedness, Ideation, Adaptability",9,8,2,7
EMP101069,Ayu Erlangga Kurniawan,52,2,Standard Performer,IV,D3,Psychology,Data Analyst,Operations,SD,INTP,123,20,2.75,3.2,3.5,3,2.8,3,3.6,2.5,3,3.33333333333333,"Arranger, , Developer, Activator, Communication",6,9,3,3
EMP101070,Nugroho Hasibuan,52,4,Standard Performer,V,S2,Business,Data Analyst,HR,CD,ESTJ,94,35,3.4,4,2.8,3.75,2.66666666666667,2.8,3.4,3.5,3.2,3.4,"Positivity, Self-Assurance, Strategic, Maximizer, Arranger",1,7,8,1
EMP101072,Adi Pramudita Indrawan,15,2,Standard Performer,III,S2,Engineering,HRBP,Finance,CD,INTP,138,29,2,1.75,2.25,2,2.75,2,2,1.75,2,1.5,"Individualization, Significance, Consistency, Futuristic, Belief",6,7,4,6
EMP101073,Nabila Utami,56,2,Standard Performer,V,D3,Business,Sales Supervisor,Marketing,CI,ESTJ,null,null,3,3.6,3.8,3,3.4,3.2,4.33333333333333,3.75,3,3.6,"Empathy, Restorative, Maximizer, Discipline, Analytical",9,5,1,1
EMP101075,Hadi Wijaya Gunawan,97,3,Standard Performer,III,S2,Design,Supply Planner,R&D,DC,ISTP,103,20,3.8,3.8,3.75,4,3.75,3.8,3.8,4.2,3.4,3.75,"Context, Self-Assurance, Discipline, Futuristic, Intellection",9,7,1,2
EMP101076,Satya Pamungkas,63,3,Standard Performer,V,S2,Psychology,Sales Supervisor,Operations,SI,ENFJ,80,31,3.4,2.75,3.2,3.2,3.4,3,3.6,3.4,3,3.2,"Developer, Arranger, Command, , Relator",6,7,4,null
EMP101077,Hana Dharma Maulida,46,4,Standard Performer,III,S1,Economics,Supply Planner,R&D,IS,ESTP,96,21,2.8,2.6,2.6,22.4,2.6,2.5,2.6,2.4,2.4,2.4,"Competition, Input, Discipline, Deliberative, Strategic",3,8,4,9
EMP101078,Satya Saputra,97,4,Standard Performer,III,SMA,Business,Sales Supervisor,R&D,null,INTJ,135,14,3,4.33333333333333,3,3.6,3,2.33333333333333,3,2.5,3.25,3,"Ideation, Belief, Futuristic, Individualization, Woo",3,null,2,9
EMP101079,Bayu Sinaga,5,3,Standard Performer,IV,D3,Economics,Sales Supervisor,R&D,CS,INTJ,127,27,3,2.5,2.66666666666667,26.75,2.75,2.5,2.5,2,2.33333333333333,2.25,"Harmony, Input, Deliberative, Woo, Futuristic",3,4,5,8
EMP101080,Galih Zulfikar Ramadhan,29,3,Standard Performer,III,S1,Business,Brand Executive,Finance,CS,ISTJ,128,19,2.75,2.4,2.25,2.8,2.8,2.75,2.25,2.2,2.6,2.2,"Includer, Ideation, Restorative, Analytical, Positivity",1,8,3,2
EMP101081,Putri Nabila Rohman,53,4,Standard Performer,III,SMA,Psychology,Brand Executive,Finance,ID,ENFP,124,30,3.75,4,4,4.2,3.8,4.25,4.2,4.33333333333333,4,4,"Strategic, Communication, Consistency, , Competition",5,null,9,6
EMP101082,Rani Permadi,43,5,High Performer,III,S1,Economics,Brand Executive,Operations,CI,ESTJ,94,26,3.5,3.25,3.25,4.6,4.2,4.4,3.75,4,4.2,3.6,"Self-Assurance, Significance, Discipline, Input, Belief",7,8,3,1
EMP101083,Adit Salsabila,29,2,Standard Performer,IV,SMA,Psychology,HRBP,Marketing,CI,ISTP,null,null,3.2,2.8,2.8,2.6,2.4,2.6,2.8,2.8,3.33333333333333,2.6,"Self-Assurance, Context, Belief, Individualization, ",1,3,null,1
EMP101084,Fitri Hartanto,47,4,Standard Performer,IV,S2,Design,Finance Officer,R&D,ID,ENFP,139,32,3.4,3.2,3.2,3,3,3,2.8,3.4,3.4,3.2,"Discipline, Self-Assurance, Arranger, Empathy, Communication",2,3,2,1
EMP101085,Rendra Maulana,120,4,Standard Performer,V,SMA,Design,Sales Supervisor,Operations,CS,ENFJ,94,36,3,3.25,3.5,23,3.2,3.5,3.75,3.6,3.33333333333333,3.75,", Context, Harmony, Maximizer, Ideation",7,3,6,9
EMP101086,Nugroho Maulana,3,3,Standard Performer,III,D3,Psychology,Data Analyst,R&D,CD,ENFP,116,22,3.5,2.25,3.25,3,3.25,3,2.75,3.25,3,3.25,"Strategic, Deliberative, Analytical, Includer, Input",8,1,7,3
EMP101087,Rendra Saputra Gunawan,86,3,Standard Performer,IV,S1,Design,Brand Executive,Operations,SD,INFJ,81,26,3.4,3.33333333333333,4,3,3.6,2.75,3,3.5,3.25,3.4,"Connectedness, Responsibility, Belief, Developer, Woo",6,6,1,7
EMP101088,Rama Jatmiko Gunawan,54,2,Standard Performer,V,D3,Economics,Sales Supervisor,Operations,SC,ENFP,114,27,2.8,2.75,2.8,2.33333333333333,3,2.8,3.4,2.66666666666667,3,2.66666666666667,", Woo, Restorative, Connectedness, Achiever",6,5,4,6
EMP101089,Nabila Salsabila,33,4,Standard Performer,III,S1,Business,HRBP,HR,CI,INFP,127,17,2.75,3,2.4,2.4,2.5,3,2.8,2.8,2.8,2.5,"Learner, Intellection, Woo, Strategic, Relator",5,7,5,6
EMP101090,Bella Fauziah,74,3,Standard Performer,III,S2,Business,Data Analyst,IT,DS,INFP,129,32,3,3.2,3.25,3,3.2,3.2,3.33333333333333,3,3.6,3.4,"Individualization, Adaptability, Woo, , Input",1,null,2,null
EMP101091,Ari Saputra Pamungkas,11,5,High Performer,III,SMA,Engineering,Sales Supervisor,R&D,CS,null,117,31,2.66666666666667,3,2.75,3,2.75,3,2.66666666666667,3,2.25,2.66666666666667,"Maximizer, Consistency, Focus, Achiever, Restorative",9,4,8,null
EMP101092,Rani Gunawan,57,4,Standard Performer,III,D3,Design,Brand Executive,Operations,ID,INFP,104,16,3.6,3.2,3.75,4.25,3,3,4,3.4,3.25,3.4,"Connectedness, Achiever, Strategic, Responsibility, Analytical",null,9,4,4
EMP101093,Joko Iqbal Lestari,60,3,Standard Performer,III,SMA,Economics,Finance Officer,Marketing,SD,ENTJ,null,null,3.6,3.4,2.8,2.6,3.6,2.6,3,3.4,3,3.5,"Arranger, Achiever, Focus, Significance, Relator",5,1,1,6
